Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,TransectArea,Acropora_cervicornis,Agaricia_fragilis,Agaricia_lamarcki,Colpophyllia_natans,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis,Madracis_scenaria,Meandrina_meandrites,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_lamarckiana,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Orbicella_faveolata,Orbicella_franksi,Phyllangia_americana,Porites_astreoides,Porites_porites,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scolymia_cubensis,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Tubastraea_coccinea,Undaria_agaricites_complex
2012,7/2/2012,DC,Inner,0,Dade County 5,1,22,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.4,0.0,1.4
2012,7/2/2012,DC,Inner,1,Dade County 5,2,22,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,1.2
2012,7/2/2012,DC,Inner,2,Dade County 5,3,22,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
2012,7/2/2012,DC,Inner,3,Dade County 5,4,22,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.9
2012,8/7/2012,PBC,Nearshore,4,Palm Beach 1,841,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
2012,8/7/2012,PBC,Nearshore,5,Palm Beach 1,842,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,8/7/2012,PBC,Nearshore,6,Palm Beach 1,843,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2012,8/7/2012,PBC,Nearshore,7,Palm Beach 1,844,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,8/9/2012,PBC,Outer,8,Palm Beach 2,851,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2012,8/9/2012,PBC,Outer,9,Palm Beach 2,852,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0
2012,8/9/2012,PBC,Outer,10,Palm Beach 2,853,22,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0
2012,8/9/2012,PBC,Outer,11,Palm Beach 2,854,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,8/7/2012,PBC,Outer,12,Palm Beach 3,861,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
